"src_id","dst_id","weight","avg_time_gap"
"1269","8","2","30.0"
"1283","8","1","35.0"
"1294","8","1","36.0"
"1336","8","1","23.0"
"1359","8","2","1.0"
"1456","8","1","49.0"
"1465","8","1","17.0"
"1490","8","1","38.0"
"1534","8","1","36.0"
"1561","8","1","32.0"
"1606","8","1","1.0"
"1633","8","1","35.0"
"1734","8","1","10.0"
"1790","8","1","0.0"
"1899","8","1","1.0"
"1936","8","1","10.0"
"1968","8","1","33.0"
"2082","8","1","20.0"
"2149","8","1","25.0"
"2220","8","1","16.0"
"2389","8","1","44.0"
"2430","8","1","5.0"
"2539","8","5","1.0"
"2568","8","1","41.0"
"2572","8","1","36.0"
"2609","8","1","27.0"
"2619","8","1","48.0"
"2721","8","1","23.0"
"2781","8","2","34.0"
"3055","8","8","4.375"
"3369","8","2","34.0"
"3588","8","1","47.0"
"3936","8","1","20.0"
"4062","8","1","37.0"
"4125","8","1","1.0"
"4307","8","1","46.0"
"4315","8","1","48.0"
"4371","8","1","9.0"
"4400","8","1","13.0"
"4644","8","1","31.0"
"4652","8","1","32.0"
